userName, nameOfTest, eventID, bounds, type, allRight, allWrong, typeRightBoundsWrong, boundsRightTypeWrong, NoAttempt, shown
973536746,drywall-red,42,0,1,0,0,1,0,0,Video
973536746,drywall-red,50,0,1,0,0,1,0,0,Video
973536746,drywall-red,51,0,1,0,0,1,0,0,Video
973536746,drywall-red,9,0,1,0,0,1,0,0,Video
973536746,drywall-red,10,0,1,0,0,1,0,0,Video
973536746,drywall-red,11,0,1,0,0,1,0,0,Video
973536746,drywall-red,12,0,1,0,0,1,0,0,Video
973536746,drywall-red,15,0,1,0,0,1,0,0,Video
973536746,drywall-red,16,0,0,0,1,0,0,0,Video
973536746,drywall-red,17,0,0,0,1,0,0,0,Video
973536746,drywall-red,18,0,1,0,0,1,0,0,Video
973536746,drywall-red,19,0,0,0,1,0,0,0,Video
973536746,drywall-red,20,0,1,0,0,1,0,0,Video
973536746,drywall-red,21,0,1,0,0,1,0,0,Video
973536746,drywall-red,22,0,1,0,0,1,0,0,Video
973536746,drywall-red,23,0,1,0,0,1,0,0,Video
973536746,drywall-red,24,0,1,0,0,1,0,0,Video
973536746,drywall-red,25,0,1,0,0,1,0,0,Video
973536746,drywall-red,26,0,1,0,0,1,0,0,Video
973536746,drywall-red,27,0,1,0,0,1,0,0,Video
973536746,drywall-red,-1,0,0,0,0,0,0,1,Video
973536746,drywall-red,-1,0,0,0,0,0,0,1,Video
973536746,drywall-red,-1,0,0,0,0,0,0,1,Video
973536746,drywall-red,-1,0,0,0,0,0,0,1,Video
aqua 4,drywall-red,-1,0,0,0,0,0,0,1,Video
aqua 4,drywall-red,-1,0,0,0,0,0,0,1,Video
aqua 4,drywall-red,-1,0,0,0,0,0,0,1,Video
aqua 4,drywall-red,-1,0,0,0,0,0,0,1,Video
aqua 4,drywall-red,-1,0,0,0,0,0,0,1,Video
aqua 4,drywall-red,-1,0,0,0,0,0,0,1,Video
aqua 4,drywall-red,-1,0,0,0,0,0,0,1,Video
aqua 4,drywall-red,48,0,0,0,1,0,0,0,Video
aqua 4,drywall-red,49,0,1,0,0,1,0,0,Video
aqua 4,drywall-red,-1,0,0,0,0,0,0,1,Video
aqua1,drywall-red,1,0,1,0,0,1,0,0,Video
aqua1,drywall-red,2,0,1,0,0,1,0,0,Video
blue2,drywall-red,3,0,1,0,0,1,0,0,Video
blue2,drywall-red,6,0,0,0,1,0,0,0,Video
blue2,drywall-red,7,0,1,0,0,1,0,0,Video
blue2,drywall-red,8,0,1,0,0,1,0,0,Video
blue2,drywall-red,14,0,1,0,0,1,0,0,Video
blue2,drywall-red,-1,0,0,0,0,0,0,1,Video
blue2,drywall-red,-1,0,0,0,0,0,0,1,Video
blue2,drywall-red,-1,0,0,0,0,0,0,1,Video
blue2,drywall-red,-1,0,0,0,0,0,0,1,Video
blue2,drywall-red,-1,0,0,0,0,0,0,1,Video
blue2,drywall-red,-1,0,0,0,0,0,0,1,Video
gold5,drywall-red,-1,0,0,0,0,0,0,1,Video
gold5,drywall-red,-1,0,0,0,0,0,0,1,Video
Grey4,drywall-red,-1,0,0,0,0,0,0,1,Video
Grey4,drywall-red,34,0,1,0,0,1,0,0,Video
Grey4,drywall-red,35,0,1,0,0,1,0,0,Video
Grey4,drywall-red,36,0,1,0,0,1,0,0,Video
Grey4,drywall-red,37,0,1,0,0,1,0,0,Video
Grey4,drywall-red,38,0,1,0,0,1,0,0,Video
Grey4,drywall-red,39,0,1,0,0,1,0,0,Video
Grey4,drywall-red,40,0,1,0,0,1,0,0,Video
Grey4,drywall-red,-1,0,0,0,0,0,0,1,Video
Grey4,drywall-red,-1,0,0,0,0,0,0,1,Video
Grey4,drywall-red,28,0,1,0,0,1,0,0,Video
Grey4,drywall-red,29,0,1,0,0,1,0,0,Video
Grey4,drywall-red,-1,0,0,0,0,0,0,1,Video
Grey4,drywall-red,-1,0,0,0,0,0,0,1,Video
Grey4,drywall-red,-1,0,0,0,0,0,0,1,Video
Grey4,drywall-red,13,0,1,0,0,1,0,0,Video
Grey4,drywall-red,-1,0,0,0,0,0,0,1,Video
Grey4,drywall-red,-1,0,0,0,0,0,0,1,Video
Grey4,drywall-red,-1,0,0,0,0,0,0,1,Video
Grey4,drywall-red,-1,0,0,0,0,0,0,1,Video
Grey4,drywall-red,43,0,1,0,0,1,0,0,Video
Grey4,drywall-red,44,0,1,0,0,1,0,0,Video
Grey4,drywall-red,-1,0,0,0,0,0,0,1,Video
Grey4,drywall-red,-1,0,0,0,0,0,0,1,Video
Grey4,drywall-red,-1,0,0,0,0,0,0,1,Video
Maroon1,drywall-red,-1,0,0,0,0,0,0,1,Video
Maroon1,drywall-red,-1,0,0,0,0,0,0,1,Video
Maroon1,drywall-red,-1,0,0,0,0,0,0,1,Video
Maroon1,drywall-red,-1,0,0,0,0,0,0,1,Video
Maroon1,drywall-red,-1,0,0,0,0,0,0,1,Video
Maroon1,drywall-red,-1,0,0,0,0,0,0,1,Video
Maroon1,drywall-red,-1,0,0,0,0,0,0,1,Video
Maroon1,drywall-red,-1,0,0,0,0,0,0,1,Video
Maroon1,drywall-red,-1,0,0,0,0,0,0,1,Video
Maroon1,drywall-red,-1,0,0,0,0,0,0,1,Video
Maroon1,drywall-red,-1,0,0,0,0,0,0,1,Video
Maroon1,drywall-red,-1,0,0,0,0,0,0,1,Video
Maroon1,drywall-red,-1,0,0,0,0,0,0,1,Video
Maroon1,drywall-red,-1,0,0,0,0,0,0,1,Video
Maroon1,drywall-red,45,0,0,0,1,0,0,0,Video
Maroon1,drywall-red,-1,0,0,0,0,0,0,1,Video
Maroon1,drywall-red,-1,0,0,0,0,0,0,1,Video
olive3,drywall-red,-1,0,0,0,0,0,0,1,Video
olive3,drywall-red,-1,0,0,0,0,0,0,1,Video
Orange5,drywall-red,-1,0,0,0,0,0,0,1,Video
Orange5,drywall-red,4,0,1,0,0,1,0,0,Video
Orange5,drywall-red,-1,0,0,0,0,0,0,1,Video
Orange5,drywall-red,-1,0,0,0,0,0,0,1,Video
Orange5,drywall-red,-1,0,0,0,0,0,0,1,Video
Orange5,drywall-red,-1,0,0,0,0,0,0,1,Video
Orange5,drywall-red,-1,0,0,0,0,0,0,1,Video
Orange5,drywall-red,-1,0,0,0,0,0,0,1,Video
pink1,drywall-red,-1,0,0,0,0,0,0,1,Video
pink1,drywall-red,-1,0,0,0,0,0,0,1,Video
pink1,drywall-red,-1,0,0,0,0,0,0,1,Video
pink1,drywall-red,-1,0,0,0,0,0,0,1,Video
pink1,drywall-red,-1,0,0,0,0,0,0,1,Video
pink1,drywall-red,-1,0,0,0,0,0,0,1,Video
pink1,drywall-red,-1,0,0,0,0,0,0,1,Video
pink1,drywall-red,-1,0,0,0,0,0,0,1,Video
red2,drywall-red,5,0,1,0,0,1,0,0,Video
red2,drywall-red,-1,0,0,0,0,0,0,1,Video
red2,drywall-red,-1,0,0,0,0,0,0,1,Video
red2,drywall-red,-1,0,0,0,0,0,0,1,Video
tan3,drywall-red,-1,0,0,0,0,0,0,1,Video
tan3,drywall-red,-1,0,0,0,0,0,0,1,Video
tan3,drywall-red,-1,0,0,0,0,0,0,1,Video
tan3,drywall-red,-1,0,0,0,0,0,0,1,Video
yellow1,drywall-red,-1,0,0,0,0,0,0,1,Video
yellow1,drywall-red,-1,0,0,0,0,0,0,1,Video
yellow1,drywall-red,-1,0,0,0,0,0,0,1,Video
yellow1,drywall-red,-1,0,0,0,0,0,0,1,Video
973536746,gait-blue,-1,0,0,0,0,0,0,1,Both
973536746,gait-blue,-1,0,0,0,0,0,0,1,Both
973536746,gait-blue,-1,0,0,0,0,0,0,1,Both
973536746,gait-blue,-1,0,0,0,0,0,0,1,Both
973536746,gait-blue,-1,0,0,0,0,0,0,1,Both
973536746,gait-blue,-1,0,0,0,0,0,0,1,Both
973536746,gait-blue,-1,0,0,0,0,0,0,1,Both
973536746,gait-blue,-1,0,0,0,0,0,0,1,Both
973536746,gait-blue,-1,0,0,0,0,0,0,1,Both
973536746,gait-blue,-1,0,0,0,0,0,0,1,Both
973536746,gait-blue,-1,0,0,0,0,0,0,1,Both
aqua 4,gait-blue,-1,0,0,0,0,0,0,1,Both
aqua 4,gait-blue,-1,0,0,0,0,0,0,1,Both
aqua 4,gait-blue,-1,0,0,0,0,0,0,1,Both
aqua 4,gait-blue,-1,0,0,0,0,0,0,1,Both
aqua 4,gait-blue,-1,0,0,0,0,0,0,1,Both
aqua 4,gait-blue,-1,0,0,0,0,0,0,1,Both
aqua 4,gait-blue,-1,0,0,0,0,0,0,1,Both
aqua 4,gait-blue,-1,0,0,0,0,0,0,1,Both
aqua 4,gait-blue,-1,0,0,0,0,0,0,1,Both
aqua 4,gait-blue,-1,0,0,0,0,0,0,1,Both
aqua 4,gait-blue,-1,0,0,0,0,0,0,1,Both
aqua1,gait-blue,-1,0,0,0,0,0,0,1,Both
blue2,gait-blue,-1,0,0,0,0,0,0,1,Both
blue2,gait-blue,-1,0,0,0,0,0,0,1,Both
blue2,gait-blue,-1,0,0,0,0,0,0,1,Both
blue2,gait-blue,-1,0,0,0,0,0,0,1,Both
blue2,gait-blue,-1,0,0,0,0,0,0,1,Both
blue2,gait-blue,-1,0,0,0,0,0,0,1,Both
blue2,gait-blue,-1,0,0,0,0,0,0,1,Both
blue2,gait-blue,-1,0,0,0,0,0,0,1,Both
blue2,gait-blue,-1,0,0,0,0,0,0,1,Both
blue2,gait-blue,-1,0,0,0,0,0,0,1,Both
blue2,gait-blue,-1,0,0,0,0,0,0,1,Both
blue2,gait-blue,-1,0,0,0,0,0,0,1,Both
blue2,gait-blue,-1,0,0,0,0,0,0,1,Both
blue2,gait-blue,-1,0,0,0,0,0,0,1,Both
blue2,gait-blue,-1,0,0,0,0,0,0,1,Both
blue2,gait-blue,-1,0,0,0,0,0,0,1,Both
blue2,gait-blue,-1,0,0,0,0,0,0,1,Both
blue2,gait-blue,-1,0,0,0,0,0,0,1,Both
blue2,gait-blue,-1,0,0,0,0,0,0,1,Both
gold5,gait-blue,-1,0,0,0,0,0,0,1,Both
gold5,gait-blue,-1,0,0,0,0,0,0,1,Both
gold5,gait-blue,-1,0,0,0,0,0,0,1,Both
gold5,gait-blue,-1,0,0,0,0,0,0,1,Both
Grey4,gait-blue,-1,0,0,0,0,0,0,1,Both
Grey4,gait-blue,-1,0,0,0,0,0,0,1,Both
Grey4,gait-blue,-1,0,0,0,0,0,0,1,Both
Grey4,gait-blue,-1,0,0,0,0,0,0,1,Both
Grey4,gait-blue,-1,0,0,0,0,0,0,1,Both
Grey4,gait-blue,-1,0,0,0,0,0,0,1,Both
Grey4,gait-blue,-1,0,0,0,0,0,0,1,Both
Grey4,gait-blue,-1,0,0,0,0,0,0,1,Both
Grey4,gait-blue,-1,0,0,0,0,0,0,1,Both
Grey4,gait-blue,-1,0,0,0,0,0,0,1,Both
Grey4,gait-blue,-1,0,0,0,0,0,0,1,Both
Grey4,gait-blue,-1,0,0,0,0,0,0,1,Both
Grey4,gait-blue,-1,0,0,0,0,0,0,1,Both
Grey4,gait-blue,-1,0,0,0,0,0,0,1,Both
Grey4,gait-blue,-1,0,0,0,0,0,0,1,Both
Grey4,gait-blue,-1,0,0,0,0,0,0,1,Both
Grey4,gait-blue,-1,0,0,0,0,0,0,1,Both
Grey4,gait-blue,-1,0,0,0,0,0,0,1,Both
Grey4,gait-blue,-1,0,0,0,0,0,0,1,Both
Grey4,gait-blue,-1,0,0,0,0,0,0,1,Both
Grey4,gait-blue,-1,0,0,0,0,0,0,1,Both
Grey4,gait-blue,-1,0,0,0,0,0,0,1,Both
Grey4,gait-blue,-1,0,0,0,0,0,0,1,Both
Grey4,gait-blue,-1,0,0,0,0,0,0,1,Both
Grey4,gait-blue,-1,0,0,0,0,0,0,1,Both
Grey4,gait-blue,-1,0,0,0,0,0,0,1,Both
Grey4,gait-blue,-1,0,0,0,0,0,0,1,Both
Grey4,gait-blue,-1,0,0,0,0,0,0,1,Both
Grey4,gait-blue,-1,0,0,0,0,0,0,1,Both
Grey4,gait-blue,-1,0,0,0,0,0,0,1,Both
Grey4,gait-blue,-1,0,0,0,0,0,0,1,Both
Grey4,gait-blue,-1,0,0,0,0,0,0,1,Both
Maroon1,gait-blue,-1,0,0,0,0,0,0,1,Both
Maroon1,gait-blue,-1,0,0,0,0,0,0,1,Both
Maroon1,gait-blue,-1,0,0,0,0,0,0,1,Both
Maroon1,gait-blue,-1,0,0,0,0,0,0,1,Both
Maroon1,gait-blue,-1,0,0,0,0,0,0,1,Both
Maroon1,gait-blue,-1,0,0,0,0,0,0,1,Both
Maroon1,gait-blue,-1,0,0,0,0,0,0,1,Both
Maroon1,gait-blue,-1,0,0,0,0,0,0,1,Both
Maroon1,gait-blue,-1,0,0,0,0,0,0,1,Both
Maroon1,gait-blue,-1,0,0,0,0,0,0,1,Both
Maroon1,gait-blue,-1,0,0,0,0,0,0,1,Both
Maroon1,gait-blue,-1,0,0,0,0,0,0,1,Both
Maroon1,gait-blue,-1,0,0,0,0,0,0,1,Both
Maroon1,gait-blue,-1,0,0,0,0,0,0,1,Both
Maroon1,gait-blue,-1,0,0,0,0,0,0,1,Both
Maroon1,gait-blue,-1,0,0,0,0,0,0,1,Both
Maroon1,gait-blue,-1,0,0,0,0,0,0,1,Both
Maroon1,gait-blue,-1,0,0,0,0,0,0,1,Both
Maroon1,gait-blue,-1,0,0,0,0,0,0,1,Both
Maroon1,gait-blue,-1,0,0,0,0,0,0,1,Both
olive3,gait-blue,12,0,0,0,1,0,0,0,Both
olive3,gait-blue,13,0,0,0,1,0,0,0,Both
olive3,gait-blue,-1,0,0,0,0,0,0,1,Both
olive3,gait-blue,-1,0,0,0,0,0,0,1,Both
olive3,gait-blue,-1,0,0,0,0,0,0,1,Both
Orange5,gait-blue,-1,0,0,0,0,0,0,1,Both
Orange5,gait-blue,-1,0,0,0,0,0,0,1,Both
Orange5,gait-blue,-1,0,0,0,0,0,0,1,Both
Orange5,gait-blue,-1,0,0,0,0,0,0,1,Both
Orange5,gait-blue,-1,0,0,0,0,0,0,1,Both
Orange5,gait-blue,-1,0,0,0,0,0,0,1,Both
Orange5,gait-blue,-1,0,0,0,0,0,0,1,Both
Orange5,gait-blue,-1,0,0,0,0,0,0,1,Both
Orange5,gait-blue,-1,0,0,0,0,0,0,1,Both
Orange5,gait-blue,-1,0,0,0,0,0,0,1,Both
pink1,gait-blue,-1,0,0,0,0,0,0,1,Both
pink1,gait-blue,-1,0,0,0,0,0,0,1,Both
pink1,gait-blue,-1,0,0,0,0,0,0,1,Both
pink1,gait-blue,-1,0,0,0,0,0,0,1,Both
pink1,gait-blue,-1,0,0,0,0,0,0,1,Both
pink1,gait-blue,-1,0,0,0,0,0,0,1,Both
pink1,gait-blue,-1,0,0,0,0,0,0,1,Both
pink1,gait-blue,-1,0,0,0,0,0,0,1,Both
pink1,gait-blue,-1,0,0,0,0,0,0,1,Both
pink1,gait-blue,-1,0,0,0,0,0,0,1,Both
pink1,gait-blue,-1,0,0,0,0,0,0,1,Both
pink1,gait-blue,-1,0,0,0,0,0,0,1,Both
pink1,gait-blue,-1,0,0,0,0,0,0,1,Both
pink1,gait-blue,-1,0,0,0,0,0,0,1,Both
pink1,gait-blue,-1,0,0,0,0,0,0,1,Both
red2,gait-blue,-1,0,0,0,0,0,0,1,Both
red2,gait-blue,-1,0,0,0,0,0,0,1,Both
red2,gait-blue,-1,0,0,0,0,0,0,1,Both
red2,gait-blue,-1,0,0,0,0,0,0,1,Both
red2,gait-blue,-1,0,0,0,0,0,0,1,Both
red2,gait-blue,-1,0,0,0,0,0,0,1,Both
red2,gait-blue,-1,0,0,0,0,0,0,1,Both
red2,gait-blue,-1,0,0,0,0,0,0,1,Both
red2,gait-blue,-1,0,0,0,0,0,0,1,Both
red2,gait-blue,-1,0,0,0,0,0,0,1,Both
red2,gait-blue,-1,0,0,0,0,0,0,1,Both
red2,gait-blue,-1,0,0,0,0,0,0,1,Both
tan3,gait-blue,-1,0,0,0,0,0,0,1,Both
tan3,gait-blue,-1,0,0,0,0,0,0,1,Both
tan3,gait-blue,-1,0,0,0,0,0,0,1,Both
tan3,gait-blue,-1,0,0,0,0,0,0,1,Both
tan3,gait-blue,-1,0,0,0,0,0,0,1,Both
tan3,gait-blue,-1,0,0,0,0,0,0,1,Both
yellow1,gait-blue,-1,0,0,0,0,0,0,1,Both
yellow1,gait-blue,-1,0,0,0,0,0,0,1,Both
yellow1,gait-blue,-1,0,0,0,0,0,0,1,Both
yellow1,gait-blue,-1,0,0,0,0,0,0,1,Both
yellow1,gait-blue,-1,0,0,0,0,0,0,1,Both
yellow1,gait-blue,-1,0,0,0,0,0,0,1,Both
yellow1,gait-blue,-1,0,0,0,0,0,0,1,Both
yellow1,gait-blue,-1,0,0,0,0,0,0,1,Both
yellow1,gait-blue,-1,0,0,0,0,0,0,1,Both
yellow1,gait-blue,-1,0,0,0,0,0,0,1,Both
yellow1,gait-blue,-1,0,0,0,0,0,0,1,Both
aqua5,gait-blue,1,0,0,0,1,0,0,0,Both
aqua5,gait-blue,2,0,0,0,1,0,0,0,Both
aqua5,gait-blue,3,0,0,0,1,0,0,0,Both
aqua5,gait-blue,4,0,0,0,1,0,0,0,Both
aqua5,gait-blue,5,0,0,0,1,0,0,0,Both
aqua5,gait-blue,6,0,0,0,1,0,0,0,Both
aqua5,gait-blue,7,0,0,0,1,0,0,0,Both
aqua5,gait-blue,8,0,0,0,1,0,0,0,Both
aqua5,gait-blue,9,0,0,0,1,0,0,0,Both
aqua5,gait-blue,10,0,0,0,1,0,0,0,Both
aqua5,gait-blue,11,0,0,0,1,0,0,0,Both
aqua5,gait-blue,12,0,0,0,1,0,0,0,Both
aqua5,gait-blue,13,0,0,0,1,0,0,0,Both
aqua5,gait-blue,14,0,0,0,1,0,0,0,Both
bronze5,gait-blue,15,0,0,0,1,0,0,0,Both
bronze5,gait-blue,16,0,0,0,1,0,0,0,Both
bronze5,gait-blue,17,0,0,0,1,0,0,0,Both
bronze5,gait-blue,18,0,0,0,1,0,0,0,Both
bronze5,gait-blue,19,0,0,0,1,0,0,0,Both
bronze5,gait-blue,20,0,0,0,1,0,0,0,Both
green1,gait-blue,21,0,0,0,1,0,0,0,Both
green1,gait-blue,22,0,0,0,1,0,0,0,Both
green1,gait-blue,23,0,0,0,1,0,0,0,Both
green1,gait-blue,24,0,0,0,1,0,0,0,Both
green1,gait-blue,25,0,0,0,1,0,0,0,Both
green1,gait-blue,26,0,0,0,1,0,0,0,Both
green1,gait-blue,27,0,0,0,1,0,0,0,Both
green1,gait-blue,28,0,0,0,1,0,0,0,Both
green1,gait-blue,29,0,0,0,1,0,0,0,Both
green1,gait-blue,30,0,0,0,1,0,0,0,Both
green1,gait-blue,31,0,0,0,1,0,0,0,Both
green1,gait-blue,32,0,0,0,1,0,0,0,Both
green1,gait-blue,33,0,0,0,1,0,0,0,Both
973536746,gait-blue,1,0,0,0,1,0,0,0,Both
973536746,gait-blue,2,0,0,0,1,0,0,0,Both
973536746,gait-blue,3,0,0,0,1,0,0,0,Both
973536746,gait-blue,4,0,0,0,1,0,0,0,Both
973536746,gait-blue,5,0,0,0,1,0,0,0,Both
973536746,gait-blue,6,0,0,0,1,0,0,0,Both
973536746,gait-blue,7,0,0,0,1,0,0,0,Both
973536746,gait-blue,8,0,0,0,1,0,0,0,Both
973536746,gait-blue,9,0,0,0,1,0,0,0,Both
973536746,gait-blue,10,0,0,0,1,0,0,0,Both
973536746,gait-blue,11,0,0,0,1,0,0,0,Both
973536746,gait-blue,12,0,0,0,1,0,0,0,Both
973536746,gait-blue,13,0,0,0,1,0,0,0,Both
973536746,gait-blue,14,0,0,0,1,0,0,0,Both
973536746,gait-blue,15,0,0,0,1,0,0,0,Both
973536746,gait-blue,16,0,0,0,1,0,0,0,Both
gold5,gait-blue,17,0,0,0,1,0,0,0,Both
gold5,gait-blue,18,0,0,0,1,0,0,0,Both
gold5,gait-blue,19,0,0,0,1,0,0,0,Both
gold5,gait-blue,20,0,0,0,1,0,0,0,Both
gold5,gait-blue,21,0,0,0,1,0,0,0,Both
gold5,gait-blue,22,0,0,0,1,0,0,0,Both
green3,gait-blue,23,0,0,0,1,0,0,0,Both
green3,gait-blue,24,0,0,0,1,0,0,0,Both
green3,gait-blue,25,0,0,0,1,0,0,0,Both
green3,gait-blue,26,0,0,0,1,0,0,0,Both
green3,gait-blue,27,0,0,0,1,0,0,0,Both
green3,gait-blue,28,0,0,0,1,0,0,0,Both
green3,gait-blue,29,0,0,0,1,0,0,0,Both
green3,gait-blue,30,0,0,0,1,0,0,0,Both
green3,gait-blue,31,0,0,0,1,0,0,0,Both
green3,gait-blue,32,0,0,0,1,0,0,0,Both
green3,gait-blue,33,0,0,0,1,0,0,0,Both
aqua3,gait-blue,2,0,0,0,1,0,0,0,Both
aqua3,gait-blue,3,0,0,0,1,0,0,0,Both
aqua3,gait-blue,4,0,0,0,1,0,0,0,Both
aqua3,gait-blue,5,0,0,0,1,0,0,0,Both
aqua3,gait-blue,6,0,0,0,1,0,0,0,Both
aqua3,gait-blue,7,0,0,0,1,0,0,0,Both
aqua3,gait-blue,8,0,0,0,1,0,0,0,Both
aqua3,gait-blue,9,0,0,0,1,0,0,0,Both
aqua3,gait-blue,10,0,0,0,1,0,0,0,Both
aqua3,gait-blue,11,0,0,0,1,0,0,0,Both
aqua3,gait-blue,12,0,0,0,1,0,0,0,Both
aqua3,gait-blue,14,0,0,0,1,0,0,0,Both
aqua3,gait-blue,15,0,0,0,1,0,0,0,Both
aqua3,gait-blue,16,0,0,0,1,0,0,0,Both
aqua3,gait-blue,17,0,0,0,1,0,0,0,Both
aqua3,gait-blue,18,0,0,0,1,0,0,0,Both
aqua3,gait-blue,19,0,0,0,1,0,0,0,Both
aqua3,gait-blue,20,0,0,0,1,0,0,0,Both
aqua3,gait-blue,21,0,0,0,1,0,0,0,Both
aqua3,gait-blue,22,0,0,0,1,0,0,0,Both
aqua3,gait-blue,25,0,0,0,1,0,0,0,Both
aqua3,gait-blue,26,0,0,0,1,0,0,0,Both
aqua3,gait-blue,27,0,0,0,1,0,0,0,Both
aqua3,gait-blue,28,0,0,0,1,0,0,0,Both
aqua3,gait-blue,29,0,0,0,1,0,0,0,Both
aqua3,gait-blue,30,0,0,0,1,0,0,0,Both
aqua3,gait-blue,31,0,0,0,1,0,0,0,Both
aqua3,gait-blue,32,0,0,0,1,0,0,0,Both
aqua3,gait-blue,33,0,0,0,1,0,0,0,Both
aqua3,gait-blue,1,0,0,0,1,0,0,0,Both
blue 1,gait-blue,13,0,0,0,1,0,0,0,Both
pink2,gait-blue,23,0,0,0,1,0,0,0,Both
pink2,gait-blue,24,0,0,0,1,0,0,0,Both
973536746,gait-pink,20,0,0,0,1,0,0,0,Data
973536746,gait-pink,21,0,0,0,1,0,0,0,Data
973536746,gait-pink,22,0,0,0,1,0,0,0,Data
973536746,gait-pink,23,0,0,0,1,0,0,0,Data
973536746,gait-pink,24,0,0,0,1,0,0,0,Data
973536746,gait-pink,25,0,0,0,1,0,0,0,Data
973536746,gait-pink,26,0,0,0,1,0,0,0,Data
973536746,gait-pink,27,0,0,0,1,0,0,0,Data
973536746,gait-pink,28,0,0,0,1,0,0,0,Data
973536746,gait-pink,29,0,0,0,1,0,0,0,Data
973536746,gait-pink,30,0,0,0,1,0,0,0,Data
973536746,gait-pink,31,0,0,0,1,0,0,0,Data
aqua 4,gait-pink,1,0,0,0,1,0,0,0,Data
aqua 4,gait-pink,2,0,0,0,1,0,0,0,Data
aqua 4,gait-pink,3,0,0,0,1,0,0,0,Data
aqua 4,gait-pink,4,0,0,0,1,0,0,0,Data
aqua 4,gait-pink,5,0,0,0,1,0,0,0,Data
aqua 4,gait-pink,6,0,0,0,1,0,0,0,Data
aqua 4,gait-pink,7,0,0,0,1,0,0,0,Data
aqua 4,gait-pink,8,0,0,0,1,0,0,0,Data
aqua 4,gait-pink,9,0,0,0,1,0,0,0,Data
aqua 4,gait-pink,10,0,0,0,1,0,0,0,Data
aqua 4,gait-pink,11,0,0,0,1,0,0,0,Data
aqua 4,gait-pink,12,0,0,0,1,0,0,0,Data
aqua 4,gait-pink,13,0,0,0,1,0,0,0,Data
aqua 4,gait-pink,14,0,0,0,1,0,0,0,Data
aqua 4,gait-pink,15,0,0,0,1,0,0,0,Data
aqua 4,gait-pink,16,0,0,0,1,0,0,0,Data
aqua1,gait-pink,17,0,0,0,1,0,0,0,Data
gold5,gait-pink,18,0,0,0,1,0,0,0,Data
gold5,gait-pink,19,0,0,0,1,0,0,0,Data
green3,gait-pink,32,0,0,0,1,0,0,0,Data
Maroon1,gait-pink,33,0,1,0,0,1,0,0,Data
aqua3,gait-pink,2,0,0,0,1,0,0,0,Data
aqua3,gait-pink,3,0,0,0,1,0,0,0,Data
aqua3,gait-pink,4,0,0,0,1,0,0,0,Data
aqua3,gait-pink,5,0,0,0,1,0,0,0,Data
aqua3,gait-pink,6,0,0,0,1,0,0,0,Data
aqua3,gait-pink,7,0,0,0,1,0,0,0,Data
aqua3,gait-pink,8,0,0,0,1,0,0,0,Data
aqua3,gait-pink,9,0,0,0,1,0,0,0,Data
aqua3,gait-pink,10,0,0,0,1,0,0,0,Data
aqua3,gait-pink,11,0,0,0,1,0,0,0,Data
aqua3,gait-pink,12,0,0,0,1,0,0,0,Data
aqua3,gait-pink,13,0,0,0,1,0,0,0,Data
aqua3,gait-pink,14,0,0,0,1,0,0,0,Data
aqua3,gait-pink,15,0,0,0,1,0,0,0,Data
aqua3,gait-pink,16,0,0,0,1,0,0,0,Data
aqua3,gait-pink,17,0,0,0,1,0,0,0,Data
aqua3,gait-pink,18,0,0,0,1,0,0,0,Data
aqua3,gait-pink,19,0,0,0,1,0,0,0,Data
aqua3,gait-pink,20,0,0,0,1,0,0,0,Data
aqua3,gait-pink,21,0,0,0,1,0,0,0,Data
aqua3,gait-pink,22,0,0,0,1,0,0,0,Data
aqua3,gait-pink,23,0,0,0,1,0,0,0,Data
aqua3,gait-pink,24,0,0,0,1,0,0,0,Data
aqua3,gait-pink,25,0,0,0,1,0,0,0,Data
aqua3,gait-pink,26,0,0,0,1,0,0,0,Data
aqua3,gait-pink,27,0,0,0,1,0,0,0,Data
aqua3,gait-pink,28,0,0,0,1,0,0,0,Data
aqua3,gait-pink,29,0,0,0,1,0,0,0,Data
aqua3,gait-pink,30,0,0,0,1,0,0,0,Data
aqua3,gait-pink,31,0,0,0,1,0,0,0,Data
aqua3,gait-pink,32,0,0,0,1,0,0,0,Data
aqua3,gait-pink,33,0,0,0,1,0,0,0,Data
blue 1,gait-pink,1,0,0,0,1,0,0,0,Data
aqua 2,gait-red,1,0,0,0,1,0,0,0,Data
aqua 2,gait-red,2,0,0,0,1,0,0,0,Data
aqua 2,gait-red,3,0,0,0,1,0,0,0,Data
aqua 2,gait-red,4,0,0,0,1,0,0,0,Data
aqua 2,gait-red,5,0,0,0,1,0,0,0,Data
aqua 2,gait-red,6,0,0,0,1,0,0,0,Data
aqua 2,gait-red,7,0,0,0,1,0,0,0,Data
aqua 2,gait-red,8,0,0,0,1,0,0,0,Data
aqua 2,gait-red,9,0,0,0,1,0,0,0,Data
aqua 2,gait-red,10,0,0,0,1,0,0,0,Data
aqua 2,gait-red,11,0,0,0,1,0,0,0,Data
aqua 2,gait-red,12,0,0,0,1,0,0,0,Data
aqua 2,gait-red,13,0,0,0,1,0,0,0,Data
aqua 2,gait-red,14,0,0,0,1,0,0,0,Data
aqua 2,gait-red,15,0,0,0,1,0,0,0,Data
aqua 2,gait-red,16,0,0,0,1,0,0,0,Data
aqua 2,gait-red,17,0,0,0,1,0,0,0,Data
aqua 2,gait-red,18,0,0,0,1,0,0,0,Data
aqua 2,gait-red,19,0,0,0,1,0,0,0,Data
